Application mode;Course;Tuition fees up to date;Age at enrollment;Curricular units 1st sem (enrolled);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Output
8;17;1;20;5;0;0.0;5;0;0.0;Dropout
2;9;1;29;15;13;1,17692E+15;14;14;1,19286E+16;Graduate
4;10;0;27;6;0;0.0;5;0;0.0;Dropout
1;6;1;21;6;6;1,32857E+16;6;6;13.0;Graduate
1;10;1;20;6;6;1,16667E+16;6;6;1,11667E+16;Graduate
8;10;1;19;6;6;45788;6;5;45700;Graduate
1;12;1;22;7;6;1,30817E+16;8;6;13.15;Graduate
9;5;1;19;6;6;1,26667E+16;6;6;13.0;Graduate
8;15;0;19;6;3;1,13333E+16;6;0;0.0;Dropout
1;16;1;23;6;5;45821;6;5;45819;Enrolled
1;15;1;18;6;6;1,31667E+16;6;5;45701;Dropout
15;8;1;19;6;0;0.0;6;0;0.0;Dropout
15;4;1;20;6;5;1,16667E+16;6;5;45820;Graduate
1;10;1;19;6;6;45790;6;6;1,34286E+16;Graduate
12;6;0;26;6;0;0.0;6;0;0.0;Dropout
1;10;1;18;6;6;1,31667E+16;6;6;1,41429E+16;Graduate
1;6;1;29;5;4;45789;5;2;45789;Dropout
15;4;0;20;6;6;13375;6;6;13.0;Graduate
1;5;1;19;6;6;1,31667E+16;6;6;1,26667E+16;Graduate
15;6;1;23;6;4;45760;6;2;45790;Enrolled
14;13;1;25;7;3;13.0;8;3;1,16667E+16;Enrolled
9;12;1;18;8;7;1,31543E+16;8;7;1,31543E+16;Graduate
1;5;1;19;6;6;1,28333E+16;6;6;1,28333E+16;Graduate
8;16;1;18;7;7;1,21429E+16;7;7;1,31429E+16;Graduate
1;12;1;19;7;5;13.34;7;6;1,23857E+16;Enrolled
4;3;1;36;10;4;13.0;9;4;13.75;Dropout
15;4;1;20;6;3;12.0;6;3;1,16667E+16;Enrolled
8;2;1;20;0;0;0.0;0;0;0.0;Dropout
1;10;1;18;6;5;11.0;6;0;0.0;Dropout
15;4;1;19;6;5;45788;6;6;1,13333E+16;Enrolled
8;10;0;20;9;3;1,33333E+16;6;2;45789;Dropout
1;12;1;18;7;7;1,45944E+16;8;8;13472;Graduate
15;8;1;20;6;4;11.0;6;3;1,06667E+16;Dropout
9;7;0;24;5;0;0.0;5;0;0.0;Dropout
8;15;1;19;6;0;0.0;6;0;0.0;Dropout
8;7;1;18;5;1;12.0;5;2;12.0;Dropout
1;7;1;18;5;5;14.0;5;5;45701;Graduate
1;11;1;18;6;6;1,35714E+16;6;5;45880;Graduate
14;14;1;22;6;0;0.0;6;0;0.0;Dropout
1;14;1;19;6;6;14.25;6;6;1,38571E+16;Graduate
12;6;0;32;6;0;0.0;6;0;0.0;Dropout
8;16;1;21;6;0;0.0;6;0;0.0;Dropout
9;12;1;19;8;7;1,35429E+16;8;7;1,35429E+16;Graduate
14;3;1;39;9;9;1,31111E+15;7;7;1,17143E+16;Graduate
14;3;1;30;9;9;1,26667E+16;7;7;1,21429E+16;Graduate
1;9;1;18;5;4;27668;5;2;10.0;Dropout
14;17;1;38;10;4;27668;10;2;10.0;Dropout
1;5;1;20;6;6;1,36667E+16;6;6;1,33333E+16;Graduate
12;3;1;55;6;6;1,38333E+16;6;6;1,28333E+16;Graduate
11;5;1;53;18;17;1,31765E+16;18;16;13.0;Dropout
12;3;1;54;6;4;27729;6;5;45820;Dropout
14;12;1;18;7;5;31747;7;5;31747;Enrolled
12;3;0;44;8;4;12.0;7;4;12.0;Dropout
14;10;1;28;11;9;1,16667E+16;11;9;1,25556E+16;Graduate
4;3;1;37;14;14;45793;11;11;1,69091E+15;Graduate
14;10;1;20;10;9;1,23333E+16;7;7;1,17778E+15;Graduate
1;12;1;18;7;7;1259125;8;7;1,282E+16;Enrolled
1;10;1;19;6;4;45788;6;3;11.0;Dropout
8;4;1;23;18;18;1,18947E+16;13;13;1,29231E+16;Graduate
8;10;1;22;6;0;0.0;6;0;0.0;Dropout
12;11;0;24;6;0;0.0;6;0;0.0;Dropout
15;4;1;22;6;5;13.0;6;2;45788;Enrolled
12;4;1;26;6;0;0.0;6;0;0.0;Dropout
8;15;1;18;6;6;1,51667E+16;6;6;1,48333E+16;Graduate
15;8;1;24;6;4;27699;6;2;45790;Dropout
1;7;1;18;5;0;0.0;5;1;15.0;Enrolled
1;2;1;26;0;0;0.0;0;0;0.0;Dropout
12;11;1;27;6;3;1,13333E+16;6;3;14.75;Dropout
15;4;1;20;6;5;45820;6;5;45701;Graduate
1;7;1;19;5;0;0.0;5;1;14.0;Dropout
1;6;1;18;6;6;45792;6;4;45792;Dropout
1;12;1;18;8;7;1,23657E+16;8;7;1,23657E+16;Graduate
8;14;1;19;6;5;45701;6;5;13.25;Enrolled
14;5;1;34;12;7;1,14286E+16;12;7;1,18571E+16;Enrolled
1;10;1;19;6;0;0.0;6;0;0.0;Dropout
1;15;1;19;6;4;14.0;6;6;1,23333E+16;Graduate
12;4;1;30;12;3;12.0;12;5;45880;Dropout
14;15;0;22;4;0;0.0;5;3;12.0;Dropout
8;9;0;19;5;4;10.0;5;3;1,13333E+16;Dropout
1;9;1;21;5;1;10.0;5;1;10.0;Dropout
1;2;0;22;0;0;0.0;0;0;0.0;Dropout
1;11;1;19;6;6;1,11667E+16;6;3;1,16667E+16;Enrolled
1;10;1;20;6;4;27699;6;3;1,13333E+16;Enrolled
12;4;1;35;6;3;27699;6;0;0.0;Dropout
7;9;1;20;5;1;10.0;5;1;11.0;Dropout
1;8;1;21;5;3;14.0;5;5;45881;Graduate
12;6;0;27;5;0;0.0;5;0;0.0;Dropout
14;15;0;26;6;3;12.0;6;0;0.0;Dropout
8;15;0;20;6;0;0.0;5;0;0.0;Dropout
12;4;0;28;10;8;1,18889E+15;8;5;45819;Dropout
1;15;1;19;6;6;1,38333E+16;6;6;1,36667E+16;Graduate
14;17;0;47;5;0;0.0;5;0;0.0;Dropout
12;15;0;55;6;5;45758;6;5;45759;Dropout
14;4;1;39;6;0;0.0;6;2;11.0;Dropout
1;4;1;35;17;14;1,06429E+16;12;12;1,06667E+16;Dropout
12;10;0;32;6;2;11.0;6;0;0.0;Dropout
1;15;1;20;6;6;1,68333E+16;6;6;1,66667E+16;Graduate
12;11;1;36;6;6;1,35714E+16;6;5;45701;Graduate
12;17;1;34;5;5;1,47143E+16;5;5;14375;Graduate
1;14;1;21;5;0;0.0;5;0;0.0;Dropout
14;17;1;42;5;1;10.0;5;1;11.0;Dropout
12;4;1;25;6;1;11.0;6;4;27699;Dropout
9;15;1;18;6;1;11.0;6;0;0.0;Dropout
1;15;1;18;6;5;12.0;6;6;1,28333E+16;Graduate
1;10;1;19;6;6;11125;6;6;1,18571E+16;Graduate
14;6;0;34;6;3;1,13333E+16;6;2;45788;Dropout
8;15;1;20;6;2;12.0;6;0;0.0;Dropout
1;12;1;20;7;0;0.0;7;0;0.0;Dropout
8;12;1;21;8;7;14.54;8;7;14.54;Graduate
15;4;1;19;6;6;1,21667E+16;6;4;13.0;Graduate
12;6;0;31;5;4;45790;5;3;1,16667E+16;Dropout
8;14;1;21;6;6;14.75;6;5;1,43333E+16;Graduate
1;9;1;20;5;5;12375;5;5;1,16667E+16;Graduate
14;12;1;22;7;6;1,27333E+16;7;6;1,27333E+16;Graduate
1;5;0;19;6;4;45789;6;0;0.0;Dropout
12;8;0;41;5;0;0.0;5;0;0.0;Dropout
14;12;1;27;7;0;0.0;7;0;0.0;Dropout
8;12;1;19;7;7;1,34429E+15;8;7;1,37714E+16;Dropout
9;12;1;20;8;8;45702;8;8;45702;Graduate
14;12;1;19;7;6;13.55;7;6;13.55;Graduate
12;17;1;35;5;5;45819;5;5;1,11667E+16;Graduate
8;15;1;22;6;6;1,35714E+16;6;6;1,52857E+16;Graduate
1;11;1;20;6;6;1,38333E+16;6;6;15.0;Graduate
1;14;0;18;6;4;45962;6;4;1,08571E+16;Dropout
1;10;1;18;6;5;45698;6;4;45962;Graduate
4;12;1;30;8;7;1,56757E+16;8;7;1,56757E+16;Graduate
9;10;1;18;6;6;1,08333E+16;6;6;12.0;Graduate
1;11;1;20;6;6;45791;6;5;15.0;Enrolled
1;10;1;19;6;4;45757;6;4;27668;Enrolled
8;6;1;19;5;5;13.0;5;5;1,33333E+16;Graduate
1;13;1;21;7;7;1,22429E+16;8;8;14125;Graduate
9;16;1;21;7;7;13.0;7;6;45789;Enrolled
1;14;1;18;6;6;1,41667E+16;6;6;1,34286E+16;Enrolled
1;9;1;18;5;4;14.25;5;4;45789;Graduate
12;6;0;35;5;1;12.0;5;2;45787;Dropout
1;12;1;21;7;4;13.25;7;5;13.82;Enrolled
1;12;1;18;7;6;1,31833E+16;7;6;1,31833E+16;Graduate
8;5;1;22;6;1;11.0;6;0;0.0;Enrolled
8;12;1;20;7;7;119725;8;8;1265125;Graduate
12;11;1;34;6;5;45759;6;5;45881;Graduate
4;9;1;33;8;5;45820;7;5;45962;Enrolled
1;12;1;22;7;6;45913;7;6;45913;Graduate
8;11;1;20;6;4;45788;6;3;11.0;Enrolled
12;9;1;35;5;4;45702;5;4;1,18571E+16;Enrolled
12;9;0;39;5;3;1,06667E+16;5;3;1,06667E+16;Dropout
9;12;0;19;7;0;0.0;8;0;0.0;Dropout
12;11;1;36;6;6;11.0;6;3;1,13333E+16;Graduate
1;12;1;21;8;7;1,39571E+16;8;7;1,39571E+16;Graduate
1;10;1;22;6;4;45789;6;3;1,36667E+16;Enrolled
12;10;1;42;6;6;1,33333E+16;6;6;1,52857E+16;Graduate
12;7;1;34;5;0;0.0;5;0;0.0;Dropout
8;15;1;20;6;6;1,16667E+16;6;5;45819;Enrolled
15;3;1;33;6;6;1,57143E+16;6;6;45792;Graduate
1;11;1;20;6;5;11.0;6;5;45758;Graduate
1;14;1;19;5;4;45992;5;4;27729;Graduate
14;17;1;34;10;5;45700;9;8;1,22222E+15;Dropout
1;9;1;18;5;5;13.0;5;5;14.0;Graduate
8;3;1;24;6;4;12.0;6;6;13.0;Graduate
1;16;1;18;6;6;1,33333E+16;6;6;1,23333E+16;Graduate
1;14;1;20;5;3;13.0;5;3;13.0;Enrolled
8;12;1;21;8;7;33573;8;7;33573;Graduate
1;10;1;19;6;6;11.0;6;3;11.0;Graduate
8;12;1;19;7;6;1,358E+16;8;8;1293625;Graduate
1;10;1;18;6;4;45759;6;6;45789;Graduate
12;3;1;38;9;8;1,28889E+15;7;7;13.0;Graduate
1;2;1;21;12;11;1,15455E+16;11;9;45849;Enrolled
14;9;1;23;5;1;10.0;5;0;0.0;Enrolled
8;12;1;19;8;8;1434125;8;8;1434125;Graduate
1;15;0;18;6;6;1,41429E+16;6;5;12.0;Dropout
1;2;1;18;0;0;0.0;0;0;0.0;Graduate
12;4;1;24;6;5;45880;6;4;45962;Enrolled
1;15;1;18;6;6;1,33333E+16;6;6;1,41667E+16;Graduate
1;8;1;18;6;6;45791;6;6;1,28571E+16;Graduate
4;17;1;26;10;8;1,26667E+16;10;10;45760;Graduate
1;9;1;19;5;1;10.0;5;2;10.0;Enrolled
9;14;1;19;6;0;0.0;6;0;0.0;Dropout
1;11;1;19;6;4;11.0;6;4;45789;Enrolled
1;8;1;20;5;2;12.0;5;4;11.0;Dropout
1;11;1;22;6;4;10.0;6;2;45790;Enrolled
1;12;1;19;7;7;1,42086E+15;8;8;1,51278E+16;Graduate
1;12;1;20;7;7;1,43071E+15;8;8;150125;Graduate
12;9;1;36;5;3;11.0;5;4;13375;Enrolled
12;16;1;29;7;0;0.0;6;0;0.0;Dropout
8;10;1;19;6;6;12.0;6;4;11.0;Graduate
12;9;0;24;5;0;0.0;5;0;0.0;Dropout
12;4;0;27;6;0;0.0;6;0;0.0;Dropout
8;15;1;18;6;6;1,38571E+16;6;6;1,42857E+16;Graduate
8;2;1;18;0;0;0.0;0;0;0.0;Graduate
8;13;1;21;7;0;0.0;7;0;0.0;Dropout
12;14;1;43;6;5;11.0;6;5;13.0;Graduate
14;9;1;18;5;5;45701;5;5;45761;Graduate
9;6;1;21;6;6;45790;6;3;1,53333E+16;Dropout
4;9;1;26;5;0;0.0;5;0;0.0;Dropout
1;12;1;19;8;7;1,42143E+16;8;7;1,42143E+16;Graduate
1;6;1;18;5;5;13.0;5;5;45759;Graduate
1;15;1;22;6;2;12.0;6;1;10.0;Dropout
12;12;1;27;7;0;0.0;8;0;0.0;Dropout
1;9;1;18;5;5;45881;5;5;45820;Graduate
8;6;1;19;5;4;45821;5;4;45700;Graduate
8;12;1;18;7;7;1,39714E+16;8;8;15.75;Graduate
1;6;1;19;6;6;15.0;6;6;1,48571E+16;Graduate
12;6;0;32;6;0;0.0;6;0;0.0;Dropout
13;12;1;23;26;26;1,50778E+15;17;17;1,50235E+16;Graduate
8;12;1;20;7;6;1,33833E+16;7;6;1,33833E+16;Graduate
1;2;1;20;12;12;13.25;11;10;1,30909E+16;Graduate
8;10;0;19;6;5;1,17143E+16;6;2;1,06667E+16;Dropout
1;12;1;18;8;8;1301125;8;8;1301125;Graduate
15;4;1;21;6;3;1,06667E+16;6;4;12.0;Dropout
1;12;1;20;7;0;0.0;7;0;0.0;Enrolled
15;6;1;22;6;6;13.0;6;3;1,26667E+16;Graduate
15;17;1;26;5;5;12.0;5;5;45758;Graduate
1;5;1;20;6;6;1,21667E+16;6;5;45882;Graduate
1;12;1;19;7;6;31352;8;7;13.65;Graduate
12;17;1;31;5;4;11.0;5;5;45699;Graduate
14;12;1;20;7;7;1,23278E+16;8;8;11736;Graduate
14;6;1;20;5;4;12.0;5;5;1,34286E+16;Graduate
8;12;1;21;7;7;1,44286E+16;8;8;1,45111E+16;Graduate
1;12;1;18;7;7;13.78;8;8;126125;Graduate
8;12;1;19;7;6;45882;7;6;45882;Graduate
1;16;1;18;7;7;1,48571E+16;7;7;1,51429E+16;Graduate
12;15;1;40;6;5;13.0;6;5;45820;Enrolled
8;10;1;18;6;6;1,21429E+16;6;6;1,33333E+16;Graduate
1;6;1;18;6;6;1,56667E+16;6;6;1,48333E+16;Graduate
8;12;1;19;7;5;45789;8;7;1,21667E+16;Graduate
8;10;1;19;6;6;1,28333E+16;6;6;1,31667E+16;Graduate
12;4;0;28;6;0;0.0;6;0;0.0;Dropout
8;5;1;20;6;6;45789;6;6;1,26667E+16;Graduate
1;15;1;18;6;4;45962;6;5;13.0;Graduate
1;12;1;18;7;6;15.25;7;6;15.25;Graduate
1;6;1;20;5;5;14.0;5;3;12.0;Graduate
14;10;1;28;16;13;1,20769E+16;13;11;1,20909E+16;Graduate
6;16;1;23;16;16;14625;10;9;1,48889E+15;Graduate
1;16;1;19;7;4;45787;7;2;45787;Dropout
8;10;1;18;6;6;1,28333E+16;6;6;1,21667E+16;Graduate
1;15;0;20;6;6;45789;6;5;45880;Graduate
1;2;1;20;12;12;1,12308E+15;11;9;1,27778E+15;Graduate
12;17;1;27;5;2;45787;5;0;0.0;Dropout
1;16;1;18;6;3;12.0;6;2;12.0;Dropout
12;13;1;37;7;7;1,09857E+16;8;8;45728;Graduate
4;12;0;42;7;5;22981;7;3;1,41667E+16;Dropout
8;12;1;20;7;6;13.0;8;8;142125;Dropout
12;7;0;34;5;0;0.0;5;0;0.0;Dropout
13;7;1;22;5;0;0.0;5;0;0.0;Dropout
12;11;1;39;6;6;45790;6;6;1,33333E+16;Graduate
1;12;1;18;7;6;1,35167E+16;7;6;1,35167E+16;Graduate
1;5;1;21;6;6;1,31667E+16;6;6;1,32857E+16;Graduate
12;6;1;34;6;0;0.0;6;0;0.0;Dropout
15;4;1;22;6;6;13125;6;6;13.0;Graduate
12;4;1;31;6;3;45761;6;0;0.0;Dropout
9;16;0;19;6;4;12.0;6;0;0.0;Dropout
8;11;1;19;5;0;0.0;5;0;0.0;Dropout
12;13;1;31;7;0;0.0;7;0;0.0;Dropout
3;9;1;19;5;3;45879;5;3;45787;Enrolled
12;14;1;30;6;0;0.0;6;0;0.0;Dropout
16;12;1;20;7;7;1,61314E+15;8;8;1,55222E+15;Graduate
8;12;1;18;7;7;1,48386E+16;8;8;45883;Graduate
12;17;1;31;5;3;1,03333E+16;5;3;12.0;Dropout
8;11;1;19;6;3;12.0;6;4;45962;Dropout
12;3;1;43;6;0;0.0;5;0;0.0;Dropout
8;11;1;20;6;6;1,31667E+16;6;6;14.0;Graduate
1;12;1;19;8;8;139475;8;8;139475;Graduate
1;14;1;22;5;3;1,13333E+16;5;0;0.0;Dropout
1;3;1;26;8;7;27729;7;7;1,22857E+16;Graduate
9;9;1;19;5;5;45820;5;5;45962;Graduate
4;12;1;29;8;6;45992;8;6;45992;Dropout
6;13;1;20;7;0;0.0;7;2;1,16667E+16;Enrolled
1;17;1;38;5;5;11.0;5;5;45758;Enrolled
12;4;1;41;12;12;1,18333E+16;12;9;45850;Graduate
1;12;1;19;8;6;1,30667E+16;8;6;1,30667E+16;Dropout
1;5;1;19;6;6;1,38333E+16;6;6;13875;Graduate
4;12;1;43;7;3;1,38333E+16;7;0;0.0;Dropout
8;8;1;19;5;5;45880;5;5;45701;Graduate
1;2;1;19;12;12;1,33333E+16;11;10;1,28182E+16;Enrolled
1;12;1;18;8;8;1374625;8;8;1374625;Graduate
1;2;1;19;0;0;0.0;0;0;0.0;Dropout
12;3;1;38;6;0;0.0;6;0;0.0;Dropout
4;8;1;37;6;0;0.0;6;0;0.0;Dropout
12;14;1;26;6;6;1,33333E+16;6;5;45791;Graduate
8;10;1;21;6;1;10.0;6;5;45758;Enrolled
1;6;1;18;6;6;1,56667E+16;6;6;1,52857E+16;Graduate
1;16;1;18;7;7;1,18571E+16;7;7;1,18571E+16;Graduate
1;6;1;18;5;5;45791;5;5;45821;Graduate
8;10;1;19;6;6;1,21667E+16;6;6;1,37143E+16;Graduate
1;15;1;18;6;5;45820;6;6;12.0;Graduate
8;12;1;18;8;7;1,22857E+16;8;7;1,22857E+16;Enrolled
8;10;1;19;6;6;1,26667E+16;6;6;13.0;Graduate
1;12;1;19;7;0;0.0;8;0;0.0;Dropout
1;11;1;18;6;6;1,28571E+16;6;4;13.0;Graduate
1;12;1;18;8;7;45913;8;7;45913;Graduate
1;12;1;20;8;7;1,38171E+16;8;7;1,38171E+16;Graduate
17;13;1;22;7;6;1,33143E+16;8;7;12875;Graduate
1;8;1;18;6;0;0.0;6;0;0.0;Dropout
8;11;1;19;6;6;1,21667E+16;6;6;1,21667E+16;Graduate
1;11;0;20;6;4;45962;6;3;1,13333E+16;Dropout
14;5;1;19;6;5;45759;6;6;27729;Enrolled
1;15;1;20;6;6;1,46667E+16;6;6;1,45714E+16;Graduate
12;6;1;28;6;4;12.0;6;4;12.0;Dropout
1;6;1;19;6;6;14.0;6;3;1,26667E+16;Graduate
13;4;1;22;6;6;1,25714E+16;6;4;1,36667E+16;Enrolled
1;6;1;19;6;6;1,55385E+16;6;6;12625;Graduate
1;15;0;18;6;0;0.0;6;0;0.0;Dropout
3;8;1;18;6;6;15.0;6;6;1,48333E+16;Graduate
14;8;1;22;5;4;45992;5;5;1,32857E+16;Graduate
17;6;1;20;11;11;1,56923E+16;9;9;1,55556E+16;Graduate
12;17;1;24;5;5;1,22857E+16;5;5;27729;Graduate
8;2;1;22;17;12;1,18333E+16;17;11;45962;Enrolled
14;3;1;20;6;6;1,21667E+16;6;5;14.0;Enrolled
1;13;1;20;7;7;1,18889E+15;8;8;1195625;Graduate
4;3;0;35;6;0;0.0;6;0;0.0;Dropout
1;14;1;18;5;5;45880;5;5;45820;Graduate
8;10;1;19;6;6;1,11667E+16;6;6;1,16667E+16;Graduate
9;12;1;18;7;7;1,40571E+15;8;8;45822;Graduate
1;11;1;18;6;4;27699;6;4;10.0;Dropout
12;10;1;31;6;6;1,31667E+16;6;6;13.0;Enrolled
8;10;1;19;6;6;45790;6;6;14.0;Graduate
9;12;1;20;7;7;12625;8;8;130625;Graduate
8;6;1;21;6;0;0.0;6;0;0.0;Dropout
1;12;1;18;8;7;1,39714E+16;8;7;1,39714E+16;Graduate
1;5;1;18;6;2;11.0;6;0;0.0;Dropout
12;17;1;33;5;5;45881;5;5;1,53333E+16;Graduate
1;14;1;18;6;6;1,35714E+16;6;5;45881;Enrolled
1;2;0;18;0;0;0.0;0;0;0.0;Dropout
1;6;1;21;5;2;45788;5;4;11.0;Enrolled
8;11;1;19;6;4;45962;6;4;12.0;Enrolled
4;17;1;28;5;5;1,37143E+16;5;5;1,31429E+16;Graduate
12;9;0;29;4;0;0.0;5;0;0.0;Dropout
15;8;0;36;6;6;12.0;6;3;1,46667E+16;Dropout
12;3;1;32;6;6;1,26667E+16;6;6;1,33333E+16;Graduate
12;12;1;25;8;7;13.29;8;7;13.29;Enrolled
14;17;1;33;10;8;10375;10;9;1,04444E+16;Enrolled
14;3;0;34;7;3;12.0;7;1;13.0;Dropout
12;3;1;33;6;5;45758;6;6;1,11667E+16;Graduate
14;17;0;29;5;2;13.25;5;3;45820;Dropout
1;12;1;18;7;6;1,38617E+16;8;0;0.0;Dropout
1;15;1;18;6;6;1,21667E+16;6;6;1,21429E+16;Graduate
4;10;1;38;6;4;13.75;6;6;45791;Graduate
1;12;1;19;7;6;1,54333E+16;7;6;1,54333E+16;Graduate
12;3;1;39;6;6;1,38333E+16;6;6;45792;Graduate
14;17;1;37;14;12;1,18333E+16;12;11;1,13636E+16;Graduate
8;13;1;32;7;0;0.0;8;0;0.0;Dropout
9;10;1;18;1;0;0.0;6;0;0.0;Dropout
14;13;1;20;7;7;1,23333E+16;8;8;12625;Enrolled
1;5;1;20;6;6;1,11667E+16;6;6;1,21667E+16;Graduate
8;6;1;23;6;6;1,46667E+16;6;6;1,24286E+16;Graduate
1;9;1;19;5;5;45699;5;4;27699;Enrolled
1;10;1;18;6;6;1,37143E+16;6;6;1,41667E+16;Graduate
1;9;1;19;5;5;45881;5;5;1,14444E+16;Graduate
8;15;1;20;6;4;13.25;6;5;45880;Graduate
1;12;1;19;8;6;13.78;8;6;13.78;Dropout
8;12;1;19;8;7;45976;8;7;45976;Graduate
1;10;1;18;6;4;11.0;6;5;45699;Graduate
1;12;1;20;8;7;1,57986E+16;8;7;1,57986E+16;Graduate
1;12;1;20;7;7;1,37757E+16;8;8;1,56E+16;Graduate
12;12;1;24;8;7;42705;8;7;42705;Graduate
12;13;1;24;7;0;0.0;7;0;0.0;Dropout
8;15;1;20;6;6;1,43333E+16;6;6;45792;Graduate
1;5;1;20;6;6;1,18333E+16;6;3;1,33333E+16;Enrolled
1;6;0;18;6;6;1,48333E+16;6;6;45789;Enrolled
1;12;1;18;8;7;45702;8;7;45702;Graduate
1;6;1;21;5;5;45700;5;5;45701;Graduate
8;16;1;18;6;4;13.0;6;5;1,36667E+16;Graduate
8;12;1;19;8;7;1,24857E+16;8;7;1,24857E+16;Graduate
4;6;1;22;6;6;17.0;6;6;1,62857E+16;Graduate
8;10;1;19;6;5;45879;6;6;1,01667E+16;Graduate
1;12;1;18;7;6;1,47167E+16;7;6;1,47167E+16;Graduate
1;6;1;19;5;2;45790;5;5;45758;Enrolled
14;12;1;24;8;7;1,19714E+16;8;7;1,19714E+16;Enrolled
1;6;1;19;5;3;12.0;5;4;45790;Enrolled
1;3;1;34;6;6;1,23333E+16;6;6;1,16667E+16;Graduate
8;6;1;19;12;6;1,53077E+16;10;6;13875;Graduate
1;12;1;18;7;6;1,26667E+16;7;6;1,26667E+16;Graduate
1;12;1;19;7;7;14368;8;8;1444875;Graduate
12;12;1;25;8;7;1,20843E+16;8;7;1,20843E+16;Graduate
15;6;1;21;12;8;45992;12;8;45700;Enrolled
1;11;1;18;6;5;45700;6;5;45819;Enrolled
1;10;1;18;6;4;11.0;6;6;45788;Graduate
1;3;1;28;6;5;45881;6;5;11.0;Graduate
14;12;1;18;8;7;1,18571E+16;8;7;1,18571E+16;Graduate
12;11;1;41;6;6;1,22857E+16;6;5;13.0;Graduate
8;16;1;18;6;3;1,23333E+16;6;4;45790;Dropout
8;10;1;21;6;4;45962;6;4;45758;Graduate
4;10;1;41;6;0;0.0;6;0;0.0;Dropout
4;5;1;32;3;2;16.0;3;1;16.0;Dropout
14;3;1;29;6;6;1,16667E+16;6;6;11.0;Graduate
12;13;1;24;7;5;45759;8;7;42339;Enrolled
14;13;1;22;7;6;1,07444E+16;8;8;118375;Enrolled
1;10;1;21;6;0;0.0;6;0;0.0;Dropout
12;12;1;39;7;4;12.0;7;4;125625;Dropout
12;6;0;44;6;4;27729;6;2;10.0;Enrolled
1;9;1;20;5;2;10.0;5;2;11.0;Enrolled
14;12;1;21;14;12;1,34174E+16;14;12;1,34174E+16;Graduate
1;15;1;18;6;6;1,51667E+16;6;6;1,48571E+16;Graduate
12;4;1;34;6;5;1,38333E+16;6;5;45789;Graduate
1;6;1;18;5;5;1,33333E+16;5;4;45883;Graduate
1;2;1;19;0;0;0.0;0;0;0.0;Enrolled
1;16;1;18;6;3;1,16667E+16;6;3;1,06667E+16;Dropout
1;6;1;19;6;5;15.0;6;6;1,34286E+16;Graduate
1;12;1;18;8;7;1,32429E+16;8;7;1,32429E+16;Enrolled
1;8;1;19;5;1;13.0;5;2;45789;Dropout
1;12;1;19;7;6;13075;8;7;45789;Graduate
1;14;1;18;6;6;45790;6;6;1,36667E+16;Graduate
15;17;1;23;6;5;45880;6;6;1,23333E+16;Graduate
8;11;0;18;6;5;45820;6;5;45880;Enrolled
14;16;1;33;6;6;1,21667E+16;6;3;11.0;Dropout
8;10;1;19;6;6;1,21667E+16;6;6;11.0;Graduate
14;2;1;21;0;0;0.0;0;0;0.0;Dropout
1;12;1;18;7;7;1,35571E+16;8;8;45701;Graduate
9;17;1;21;5;4;45992;5;4;45880;Enrolled
8;5;1;19;6;6;1,43333E+16;6;6;45790;Graduate
1;15;1;20;6;4;45787;6;4;27699;Graduate
1;15;1;20;4;0;0.0;4;0;0.0;Dropout
9;16;1;20;6;4;27729;6;3;1,13333E+16;Enrolled
1;10;1;18;6;0;0.0;6;4;11.0;Enrolled
14;9;1;18;5;1;14.0;5;1;14.0;Enrolled
1;12;1;20;7;7;1,40933E+16;8;8;15.0;Graduate
1;10;1;21;6;6;1,33333E+16;6;6;1,31667E+16;Graduate
14;12;1;19;8;7;1,20714E+16;8;7;1,20714E+16;Graduate
1;11;1;18;6;6;1,26667E+16;6;6;45789;Graduate
12;6;1;27;6;6;12125;6;5;12.0;Enrolled
1;12;1;21;7;7;45701;8;7;132575;Graduate
8;12;1;18;7;7;14.15;8;8;1451125;Graduate
8;16;1;18;6;4;45790;6;3;1,06667E+16;Enrolled
14;16;0;28;6;0;0.0;5;0;0.0;Dropout
12;13;1;36;7;5;45700;7;3;45758;Dropout
1;6;1;20;5;5;45883;5;5;14.0;Graduate
1;10;1;19;6;5;11.0;6;5;45758;Graduate
1;17;1;20;5;0;0.0;5;0;0.0;Enrolled
8;6;1;19;5;3;14.0;5;4;27699;Enrolled
12;3;1;28;6;5;1,18333E+16;6;6;13.0;Graduate
1;14;1;20;5;4;27699;5;5;45880;Graduate
13;11;1;28;14;12;1,23333E+16;12;8;12.0;Graduate
14;17;1;24;10;3;1,16667E+16;10;6;1,18333E+16;Dropout
15;6;1;20;6;6;1,26667E+16;6;4;45788;Enrolled
8;16;1;22;6;4;45992;6;5;45819;Enrolled
8;11;1;18;6;6;1,12857E+16;6;4;45790;Graduate
1;9;0;22;5;2;45788;5;0;0.0;Dropout
1;11;1;18;6;6;1,16667E+16;6;4;45992;Graduate
1;12;1;21;8;7;1,35143E+16;8;7;1,35143E+16;Graduate
8;15;1;19;6;6;13.0;6;6;1,37143E+16;Graduate
3;16;1;22;6;3;15.0;6;4;45931;Enrolled
1;12;1;20;8;7;1,27443E+16;8;7;1,27443E+16;Graduate
